Row_ID;Order_ID;Order_Date;Ship_Date;Ship_Mode;Customer_ID;Customer_Name;Segment;Country_Region;City;State_Province;Postal_Code;Region;Product_ID;Category;Sub_Category;Product_Name;Sales;Quantity;Discount;Profit
2854;US-2020-166520;2020-07-16;2020-07-19;First Class;KE-16420;Katrina Edelman;Corporate;United States;New York City;New York;10035;East;OFF-PA-10000501;Office Supplies;Paper;Petty Cash Envelope;80.879997253417969;3;0;39.631198883056641
2855;US-2020-166520;2020-07-16;2020-07-19;First Class;KE-16420;Katrina Edelman;Corporate;United States;New York City;New York;10035;East;TEC-AC-10001990;Technology;Accessories;Kensington Orbit Wireless Mobile Trackball for PC and Mac;599.9000244140625;10;0;191.96800231933594
2856;US-2020-138534;2020-07-17;2020-07-19;Second Class;JM-15535;Jessica Myrick;Consumer;United States;Bakersfield;California;93309;West;FUR-BO-10003159;Furniture;Bookcases;Sauder Camden County Collection Libraries, Planked Cherry Finish;195.46600341796875;2;0.15000000596046448;-13.797599792480469
2857;US-2020-149629;2020-07-17;2020-07-20;Second Class;MP-17965;Michael Paige;Corporate;United States;Port Saint Lucie;Florida;34952;South;FUR-BO-10004709;Furniture;Bookcases;Bush Westfield Collection Bookcases, Medium Cherry Finish;231.91999816894531;5;0.20000000298023224;5.7979998588562012
2858;US-2020-121132;2020-07-17;2020-07-24;Standard Class;VB-21745;Victoria Brennan;Corporate;United States;Houston;Texas;77041;Central;OFF-FA-10004248;Office Supplies;Fasteners;Advantus T-Pin Paper Clips;14.432000160217285;4;0.20000000298023224;3.4275999069213867
2859;US-2020-121132;2020-07-17;2020-07-24;Standard Class;VB-21745;Victoria Brennan;Corporate;United States;Houston;Texas;77041;Central;OFF-LA-10002368;Office Supplies;Labels;Avery 479;6.2639999389648438;3;0.20000000298023224;2.0357999801635742
2860;US-2020-122973;2020-07-18;2020-07-20;Second Class;PJ-19015;Pauline Johnson;Consumer;United States;New York City;New York;10024;East;FUR-FU-10002364;Furniture;Furnishings;Eldon Expressions Wood Desk Accessories, Oak;7.380000114440918;1;0;2.1401998996734619
2861;US-2020-159590;2020-07-18;2020-07-21;First Class;KC-16255;Karen Carlisle;Corporate;United States;New York City;New York;10009;East;OFF-AR-10003190;Office Supplies;Art;Newell 32;5.7600002288818359;2;0;1.6128000020980835
2862;US-2020-122973;2020-07-18;2020-07-20;Second Class;PJ-19015;Pauline Johnson;Consumer;United States;New York City;New York;10024;East;OFF-BI-10004182;Office Supplies;Binders;Economy Binders;3.3280000686645508;2;0.20000000298023224;1.2064000368118286
2863;US-2020-111206;2020-07-18;2020-07-22;Standard Class;RF-19735;Roland Fjeld;Consumer;United States;San Diego;California;92105;West;TEC-AC-10003095;Technology;Accessories;Logitech G35 7.1-Channel Surround Sound Headset;519.96002197265625;4;0;176.78640747070313
2864;US-2020-122973;2020-07-18;2020-07-20;Second Class;PJ-19015;Pauline Johnson;Consumer;United States;New York City;New York;10024;East;TEC-PH-10002468;Technology;Phones;Plantronics CS 50-USB - headset - Convertible, Monaural;135.99000549316406;1;0;36.717300415039063
2865;US-2020-160150;2020-07-19;2020-07-20;First Class;TS-21085;Thais Sissman;Consumer;United States;Phoenix;Arizona;85023;West;OFF-BI-10004352;Office Supplies;Binders;Wilson Jones DublLock D-Ring Binders;2.0250000953674316;1;0.69999998807907104;-1.3500000238418579
2866;US-2020-122784;2020-07-20;2020-07-27;Standard Class;RA-19915;Russell Applegate;Consumer;United States;Highland Park;Illinois;60035;Central;FUR-BO-10002545;Furniture;Bookcases;Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors;913.42999267578125;5;0.30000001192092896;-52.195999145507813
2867;US-2020-122784;2020-07-20;2020-07-27;Standard Class;RA-19915;Russell Applegate;Consumer;United States;Highland Park;Illinois;60035;Central;FUR-BO-10004690;Furniture;Bookcases;O'Sullivan Cherrywood Estates Traditional Barrister Bookcase;384.94400024414063;4;0.30000001192092896;-126.48159790039063
2868;US-2020-122784;2020-07-20;2020-07-27;Standard Class;RA-19915;Russell Applegate;Consumer;United States;Highland Park;Illinois;60035;Central;OFF-BI-10000546;Office Supplies;Binders;Avery Durable Binders;2.880000114440918;5;0.80000001192092896;-4.4640002250671387
2869;US-2020-160472;2020-07-20;2020-07-25;Second Class;RK-19300;Ralph Kennedy;Consumer;United States;South Bend;Indiana;46614;Central;OFF-EN-10000483;Office Supplies;Envelopes;White Envelopes, White Envelopes with Clear Poly Window;106.75;7;0;49.104999542236328
2870;US-2020-160472;2020-07-20;2020-07-25;Second Class;RK-19300;Ralph Kennedy;Consumer;United States;South Bend;Indiana;46614;Central;OFF-PA-10000528;Office Supplies;Paper;Xerox 1981;26.399999618530273;5;0;11.880000114440918
2871;US-2020-160472;2020-07-20;2020-07-25;Second Class;RK-19300;Ralph Kennedy;Consumer;United States;South Bend;Indiana;46614;Central;OFF-PA-10003129;Office Supplies;Paper;Tops White Computer Printout Paper;97.819999694824219;2;0;45.975399017333984
2872;US-2020-160472;2020-07-20;2020-07-25;Second Class;RK-19300;Ralph Kennedy;Consumer;United States;South Bend;Indiana;46614;Central;OFF-ST-10000464;Office Supplies;Storage;Multi-Use Personal File Cart and Caster Set, Three Stacking Bins;34.759998321533203;1;0;9.7327995300292969
2873;US-2020-160472;2020-07-20;2020-07-25;Second Class;RK-19300;Ralph Kennedy;Consumer;United States;South Bend;Indiana;46614;Central;OFF-ST-10003442;Office Supplies;Storage;Eldon Portable Mobile Manager;141.39999389648438;5;0;38.178001403808594
2874;US-2020-160472;2020-07-20;2020-07-25;Second Class;RK-19300;Ralph Kennedy;Consumer;United States;South Bend;Indiana;46614;Central;TEC-AC-10002253;Technology;Accessories;Imation Bio 8GB USB Flash Drive Imation Corp;831.20001220703125;5;0;124.68000030517578
2875;US-2020-122784;2020-07-20;2020-07-27;Standard Class;RA-19915;Russell Applegate;Consumer;United States;Highland Park;Illinois;60035;Central;TEC-PH-10001557;Technology;Phones;Pyle PMP37LED;153.58399963378906;2;0.20000000298023224;13.438599586486816
2876;US-2020-120810;2020-07-23;2020-07-27;Standard Class;TH-21550;Tracy Hopkins;Home Office;United States;New York City;New York;10009;East;FUR-FU-10002253;Furniture;Furnishings;Howard Miller 13" Diameter Pewter Finish Round Wall Clock;128.82000732421875;3;0;50.239799499511719
2877;US-2020-120810;2020-07-23;2020-07-27;Standard Class;TH-21550;Tracy Hopkins;Home Office;United States;New York City;New York;10009;East;OFF-AP-10002892;Office Supplies;Appliances;Belkin F5C206VTEL 6 Outlet Surge;68.94000244140625;3;0;20.681999206542969
2878;US-2020-124044;2020-07-23;2020-07-26;Second Class;MS-17830;Melanie Seite;Consumer;United States;Rochester;New York;14609;East;OFF-BI-10003460;Office Supplies;Binders;Acco 3-Hole Punch;10.51200008392334;3;0.20000000298023224;3.6791999340057373
2879;US-2020-103135;2020-07-24;2020-07-28;Standard Class;SS-20515;Shirley Schmidt;Home Office;United States;Louisville;Kentucky;40214;South;FUR-FU-10001487;Furniture;Furnishings;Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood;20.940000534057617;3;0;6.0725998878479004
2880;US-2020-103135;2020-07-24;2020-07-28;Standard Class;SS-20515;Shirley Schmidt;Home Office;United States;Louisville;Kentucky;40214;South;OFF-BI-10000069;Office Supplies;Binders;GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb;135.08999633789063;9;0;62.141399383544922
2881;US-2020-103135;2020-07-24;2020-07-28;Standard Class;SS-20515;Shirley Schmidt;Home Office;United States;Louisville;Kentucky;40214;South;OFF-BI-10000069;Office Supplies;Binders;GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb;90.05999755859375;6;0;41.427600860595703
2882;US-2020-103135;2020-07-24;2020-07-28;Standard Class;SS-20515;Shirley Schmidt;Home Office;United States;Louisville;Kentucky;40214;South;TEC-AC-10003289;Technology;Accessories;Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard;279.8599853515625;14;0;64.3677978515625
2883;US-2020-148635;2020-07-25;2020-07-27;Second Class;MH-18025;Michelle Huthwaite;Consumer;United States;Seattle;Washington;98115;West;FUR-BO-10002213;Furniture;Bookcases;Sauder Forest Hills Library, Woodland Oak Finish;704.9000244140625;5;0;56.391998291015625
2884;US-2020-148635;2020-07-25;2020-07-27;Second Class;MH-18025;Michelle Huthwaite;Consumer;United States;Seattle;Washington;98115;West;FUR-CH-10001854;Furniture;Chairs;Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat;561.5679931640625;2;0.20000000298023224;28.078399658203125
2885;US-2020-154291;2020-07-25;2020-07-29;Standard Class;YS-21880;Yana Sorensen;Corporate;United States;Montgomery;Alabama;36116;South;FUR-TA-10002041;Furniture;Tables;Bevis Round Conference Table Top, X-Base;358.57998657226563;2;0;39.443801879882813
2886;US-2020-150161;2020-07-25;2020-07-29;Standard Class;RB-19795;Ross Baird;Home Office;United States;Philadelphia;Pennsylvania;19143;East;OFF-BI-10001524;Office Supplies;Binders;GBC Premium Transparent Covers with Diagonal Lined Pattern;25.176000595092773;4;0.69999998807907104;-18.462400436401367
2887;US-2020-154291;2020-07-25;2020-07-29;Standard Class;YS-21880;Yana Sorensen;Corporate;United States;Montgomery;Alabama;36116;South;OFF-EN-10001335;Office Supplies;Envelopes;White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes;98.459999084472656;9;0;49.229999542236328
2888;US-2020-148635;2020-07-25;2020-07-27;Second Class;MH-18025;Michelle Huthwaite;Consumer;United States;Seattle;Washington;98115;West;OFF-FA-10004395;Office Supplies;Fasteners;Plymouth Boxed Rubber Bands by Plymouth;9.4200000762939453;2;0;0.47099998593330383
2889;US-2020-148635;2020-07-25;2020-07-27;Second Class;MH-18025;Michelle Huthwaite;Consumer;United States;Seattle;Washington;98115;West;OFF-PA-10004782;Office Supplies;Paper;Xerox 228;12.960000038146973;2;0;6.2207999229431152
2890;US-2020-139248;2020-07-25;2020-07-30;Standard Class;RD-19930;Russell D'Ascenzo;Consumer;United States;Los Angeles;California;90032;West;TEC-PH-10004094;Technology;Phones;Motorola L703CM;623.96002197265625;5;0.20000000298023224;38.997501373291016
2891;US-2020-127754;2020-07-26;2020-07-31;Standard Class;CK-12760;Cyma Kinney;Corporate;United States;Glendale;Arizona;85301;West;FUR-CH-10003199;Furniture;Chairs;Office Star - Contemporary Task Swivel Chair;266.35198974609375;3;0.20000000298023224;13.317600250244141
2892;US-2020-140200;2020-07-26;2020-07-28;First Class;CA-12775;Cynthia Arntzen;Consumer;United States;Mesa;Arizona;85204;West;FUR-TA-10002356;Furniture;Tables;Bevis Boat-Shaped Conference Table;393.16500854492188;3;0.5;-204.44580078125
2893;US-2020-148180;2020-07-26;2020-07-31;Standard Class;BP-11095;Bart Pistole;Corporate;United States;Oxnard;California;93030;West;OFF-AR-10002067;Office Supplies;Art;Newell 334;99.199996948242188;5;0;25.791999816894531
2894;US-2020-148180;2020-07-26;2020-07-31;Standard Class;BP-11095;Bart Pistole;Corporate;United States;Oxnard;California;93030;West;OFF-BI-10000605;Office Supplies;Binders;Acco Pressboard Covers with Storage Hooks, 9 1/2" x 11", Executive Red;9.1440000534057617;3;0.20000000298023224;3.0861001014709473
2895;US-2020-148180;2020-07-26;2020-07-31;Standard Class;BP-11095;Bart Pistole;Corporate;United States;Oxnard;California;93030;West;OFF-BI-10003314;Office Supplies;Binders;Tuff Stuff Recycled Round Ring Binders;23.13599967956543;6;0.20000000298023224;8.3867998123168945
2896;US-2020-136735;2020-07-26;2020-08-02;Standard Class;HA-14920;Helen Andreada;Consumer;United States;San Francisco;California;94110;West;OFF-EN-10002230;Office Supplies;Envelopes;Airmail Envelopes;167.86000061035156;2;0;78.894203186035156
2897;US-2020-143700;2020-07-26;2020-07-26;Same Day;AS-10240;Alan Shonely;Consumer;United States;Philadelphia;Pennsylvania;19140;East;OFF-PA-10003072;Office Supplies;Paper;Eureka Recycled Copy Paper 8 1/2" x 11", Ream;10.368000030517578;2;0.20000000298023224;3.6287999153137207
2898;US-2020-129553;2020-07-27;2020-08-02;Standard Class;PG-18820;Patrick Gardner;Consumer;United States;Louisville;Kentucky;40214;South;TEC-PH-10004897;Technology;Phones;Mediabridge Sport Armband iPhone 5s;29.969999313354492;3;0;0.29969999194145203
2899;US-2020-164966;2020-07-30;2020-08-01;First Class;GH-14410;Gary Hansen;Home Office;United States;Lakeville;Minnesota;55044;Central;FUR-CH-10002304;Furniture;Chairs;Global Stack Chair without Arms, Black;155.8800048828125;6;0;38.970001220703125
2900;US-2020-155334;2020-07-30;2020-07-31;First Class;HA-14920;Helen Andreada;Consumer;United States;San Francisco;California;94109;West;FUR-FU-10003274;Furniture;Furnishings;Regeneration Desk Collection;5.2800002098083496;3;0;2.323199987411499
2901;US-2020-155334;2020-07-30;2020-07-31;First Class;HA-14920;Helen Andreada;Consumer;United States;San Francisco;California;94109;West;OFF-BI-10002557;Office Supplies;Binders;Presstex Flexible Ring Binders;10.920000076293945;3;0.20000000298023224;4.0949997901916504
2902;US-2020-132507;2020-07-30;2020-08-03;Second Class;CC-12610;Corey Catlett;Corporate;United States;Houston;Texas;77041;Central;OFF-ST-10000943;Office Supplies;Storage;Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black;61.791999816894531;4;0.20000000298023224;6.1792001724243164
2903;US-2020-155334;2020-07-30;2020-07-31;First Class;HA-14920;Helen Andreada;Consumer;United States;San Francisco;California;94109;West;TEC-AC-10003628;Technology;Accessories;Logitech 910-002974 M325 Wireless Mouse for Web Scrolling;209.92999267578125;7;0;92.36920166015625
2904;US-2020-124891;2020-07-31;2020-07-31;Same Day;RH-19495;Rick Hansen;Consumer;United States;New York City;New York;10024;East;FUR-TA-10002903;Furniture;Tables;Bevis Round Bullnose 29" High Table Top;1090.781982421875;7;0.40000000596046448;-290.87521362304688
2905;US-2020-124891;2020-07-31;2020-07-31;Same Day;RH-19495;Rick Hansen;Consumer;United States;New York City;New York;10024;East;OFF-PA-10004621;Office Supplies;Paper;Xerox 212;19.440000534057617;3;0;9.3311996459960938
2906;US-2020-111017;2020-07-31;2020-08-06;Standard Class;SC-20695;Steve Chapman;Corporate;United States;Saint Louis;Missouri;63116;Central;OFF-SU-10002573;Office Supplies;Supplies;Acme 10" Easy Grip Assistive Scissors;52.590000152587891;3;0;15.777000427246094
2907;US-2020-124891;2020-07-31;2020-07-31;Same Day;RH-19495;Rick Hansen;Consumer;United States;New York City;New York;10024;East;TEC-AC-10003033;Technology;Accessories;Plantronics CS510 - Over-the-Head monaural Wireless Headset System;2309.64990234375;7;0;762.18450927734375
2908;US-2020-164427;2020-07-31;2020-08-06;Standard Class;AR-10405;Allen Rosenblatt;Corporate;United States;Hattiesburg;Mississippi;39401;South;TEC-AC-10004469;Technology;Accessories;Microsoft Sculpt Comfort Mouse;239.69999694824219;6;0;105.46800231933594
2909;US-2020-153388;2020-08-01;2020-08-07;Standard Class;PC-19000;Pauline Chand;Home Office;United States;Los Angeles;California;90004;West;FUR-TA-10003715;Furniture;Tables;Hon 2111 Invitation Series Corner Table;1004.9760131835938;6;0.20000000298023224;-175.87080383300781
2910;US-2020-153388;2020-08-01;2020-08-07;Standard Class;PC-19000;Pauline Chand;Home Office;United States;Los Angeles;California;90004;West;OFF-AR-10001868;Office Supplies;Art;Prang Dustless Chalk Sticks;6.7199997901916504;4;0;3.3599998950958252
2911;US-2020-122406;2020-08-02;2020-08-05;Second Class;BE-11455;Brad Eason;Home Office;United States;Providence;Rhode Island;2908;East;FUR-CH-10001973;Furniture;Chairs;Office Star Flex Back Scooter Chair with White Frame;110.98000335693359;1;0;15.537199974060059
2912;US-2020-112767;2020-08-02;2020-08-06;Standard Class;DK-12985;Darren Koutras;Consumer;United States;Springfield;Oregon;97477;West;FUR-TA-10003469;Furniture;Tables;Balt Split Level Computer Training Table;277.5;4;0.5;-188.69999694824219
2913;US-2020-147501;2020-08-02;2020-08-06;Standard Class;Co-12640;Corey-Lock;Consumer;United States;Seattle;Washington;98105;West;OFF-BI-10002003;Office Supplies;Binders;Ibico Presentation Index for Binding Systems;6.3680000305175781;2;0.20000000298023224;2.1491999626159668
2914;US-2020-122406;2020-08-02;2020-08-05;Second Class;BE-11455;Brad Eason;Home Office;United States;Providence;Rhode Island;2908;East;OFF-PA-10001307;Office Supplies;Paper;Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad;8.3999996185302734;2;0;4.1160001754760742
2915;US-2020-122406;2020-08-02;2020-08-05;Second Class;BE-11455;Brad Eason;Home Office;United States;Providence;Rhode Island;2908;East;TEC-AC-10004571;Technology;Accessories;Logitech G700s Rechargeable Gaming Mouse;199.97999572753906;2;0;83.991600036621094
2916;US-2020-147501;2020-08-02;2020-08-06;Standard Class;Co-12640;Corey-Lock;Consumer;United States;Seattle;Washington;98105;West;TEC-MA-10001972;Technology;Machines;Okidata C331dn Printer;558.4000244140625;2;0.20000000298023224;41.880001068115234
2917;US-2020-122406;2020-08-02;2020-08-05;Second Class;BE-11455;Brad Eason;Home Office;United States;Providence;Rhode Island;2908;East;TEC-PH-10001527;Technology;Phones;Plantronics MX500i Earset;128.85000610351563;3;0;3.8654999732971191
2918;US-2020-112214;2020-08-05;2020-08-11;Standard Class;AH-10690;Anna Häberlin;Corporate;United States;Dallas;Texas;75220;Central;FUR-FU-10002364;Furniture;Furnishings;Eldon Expressions Wood Desk Accessories, Oak;14.760000228881836;5;0.60000002384185791;-11.439000129699707
2919;US-2020-112214;2020-08-05;2020-08-11;Standard Class;AH-10690;Anna Häberlin;Corporate;United States;Dallas;Texas;75220;Central;OFF-BI-10002982;Office Supplies;Binders;Avery Self-Adhesive Photo Pockets for Polaroid Photos;1.3619999885559082;1;0.80000001192092896;-2.1791999340057373
2920;US-2020-112214;2020-08-05;2020-08-11;Standard Class;AH-10690;Anna Häberlin;Corporate;United States;Dallas;Texas;75220;Central;OFF-ST-10001505;Office Supplies;Storage;Perma STOR-ALL Hanging File Box, 13 1/8"W x 12 1/4"D x 10 1/2"H;33.487998962402344;7;0.20000000298023224;-1.2558000087738037
2921;US-2020-112214;2020-08-05;2020-08-11;Standard Class;AH-10690;Anna Häberlin;Corporate;United States;Dallas;Texas;75220;Central;OFF-SU-10003567;Office Supplies;Supplies;Stiletto Hand Letter Openers;23.040000915527344;3;0.20000000298023224;-4.8959999084472656
2922;US-2020-135251;2020-08-06;2020-08-10;Standard Class;RP-19270;Rachel Payne;Corporate;United States;Houston;Texas;77095;Central;FUR-BO-10003965;Furniture;Bookcases;O'Sullivan Manor Hill 2-Door Library in Brianna Oak;369.19918823242188;3;0.31999999284744263;-114.01740264892578
2923;US-2020-135251;2020-08-06;2020-08-10;Standard Class;RP-19270;Rachel Payne;Corporate;United States;Houston;Texas;77095;Central;OFF-BI-10001097;Office Supplies;Binders;Avery Hole Reinforcements;6.2300000190734863;5;0.80000001192092896;-9.6564998626708984
2924;US-2020-135251;2020-08-06;2020-08-10;Standard Class;RP-19270;Rachel Payne;Corporate;United States;Houston;Texas;77095;Central;OFF-LA-10004544;Office Supplies;Labels;Avery 505;35.520000457763672;3;0.20000000298023224;13.319999694824219
2925;US-2020-135251;2020-08-06;2020-08-10;Standard Class;RP-19270;Rachel Payne;Corporate;United States;Houston;Texas;77095;Central;OFF-PA-10003302;Office Supplies;Paper;Xerox 1906;56.703998565673828;2;0.20000000298023224;19.137599945068359
2926;US-2020-160794;2020-08-06;2020-08-08;First Class;MS-17980;Michael Stewart;Corporate;United States;Houston;Texas;77041;Central;OFF-PA-10004156;Office Supplies;Paper;Xerox 188;27.215999603271484;3;0.20000000298023224;9.8657999038696289
2927;US-2020-124219;2020-08-07;2020-08-08;First Class;KW-16570;Kelly Williams;Consumer;United States;Kirkwood;Missouri;63122;Central;FUR-FU-10000305;Furniture;Furnishings;Tenex V2T-RE Standard Weight Series Chair Mat, 45" x 53", Lip 25" x 12";212.94000244140625;3;0;34.070400238037109
2928;US-2020-117492;2020-08-07;2020-08-09;First Class;NS-18640;Noel Staavos;Corporate;United States;Baltimore;Maryland;21215;East;OFF-AP-10001492;Office Supplies;Appliances;Acco Six-Outlet Power Strip, 4' Cord Length;77.580001831054688;9;0;20.170799255371094
2929;US-2020-138331;2020-08-07;2020-08-12;Standard Class;JK-15625;Jim Karlsson;Consumer;United States;Philadelphia;Pennsylvania;19120;East;OFF-AR-10002952;Office Supplies;Art;Stanley Contemporary Battery Pencil Sharpeners;106.80000305175781;10;0.20000000298023224;10.680000305175781
2930;US-2020-141936;2020-08-07;2020-08-12;Standard Class;PN-18775;Parhena Norris;Home Office;United States;Bakersfield;California;93309;West;OFF-BI-10002194;Office Supplies;Binders;Cardinal Hold-It CD Pocket;19.152000427246094;3;0.20000000298023224;6.4637999534606934
2931;US-2020-124219;2020-08-07;2020-08-08;First Class;KW-16570;Kelly Williams;Consumer;United States;Kirkwood;Missouri;63122;Central;OFF-BI-10002215;Office Supplies;Binders;Wilson Jones Hanging View Binder, White, 1";28.399999618530273;4;0;13.064000129699707
2932;US-2020-163895;2020-08-07;2020-08-11;Standard Class;NS-18640;Noel Staavos;Corporate;United States;Boise;Idaho;83704;West;OFF-BI-10004970;Office Supplies;Binders;ACCOHIDE 3-Ring Binder, Blue, 1";3.3039999008178711;1;0.20000000298023224;1.1151000261306763
2933;US-2020-163237;2020-08-07;2020-08-09;Second Class;EM-14095;Eudokia Martin;Corporate;United States;Springfield;Virginia;22153;South;OFF-LA-10004545;Office Supplies;Labels;Avery 50;25.059999465942383;2;0;11.778200149536133
2934;US-2020-163237;2020-08-07;2020-08-09;Second Class;EM-14095;Eudokia Martin;Corporate;United States;Springfield;Virginia;22153;South;TEC-PH-10003601;Technology;Phones;Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver;494.97000122070313;3;0;148.49099731445313
2935;US-2020-168564;2020-08-08;2020-08-08;Same Day;TT-21220;Thomas Thornton;Consumer;United States;San Francisco;California;94109;West;FUR-CH-10000785;Furniture;Chairs;Global Ergonomic Managers Chair;144.78399658203125;1;0.20000000298023224;10.858799934387207
2936;US-2020-129322;2020-08-08;2020-08-10;Second Class;DB-13405;Denny Blanton;Consumer;United States;Lawrence;Massachusetts;1841;East;OFF-AP-10004336;Office Supplies;Appliances;Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit;113.91999816894531;2;0;33.036800384521484
2937;US-2020-129322;2020-08-08;2020-08-10;Second Class;DB-13405;Denny Blanton;Consumer;United States;Lawrence;Massachusetts;1841;East;OFF-AR-10004587;Office Supplies;Art;Boston 1827 Commercial Additional Cutter, Drive Gear & Gear Rack for 1606;39.659999847412109;2;0;11.89799976348877
2938;US-2020-129322;2020-08-08;2020-08-10;Second Class;DB-13405;Denny Blanton;Consumer;United States;Lawrence;Massachusetts;1841;East;OFF-BI-10001718;Office Supplies;Binders;GBC DocuBind P50 Personal Binding Machine;447.8599853515625;7;0;210.49420166015625
2939;US-2020-168564;2020-08-08;2020-08-08;Same Day;TT-21220;Thomas Thornton;Consumer;United States;San Francisco;California;94109;West;OFF-BI-10002557;Office Supplies;Binders;Presstex Flexible Ring Binders;7.2800002098083496;2;0.20000000298023224;2.7300000190734863
2940;US-2020-168564;2020-08-08;2020-08-08;Same Day;TT-21220;Thomas Thornton;Consumer;United States;San Francisco;California;94109;West;OFF-BI-10004970;Office Supplies;Binders;ACCOHIDE 3-Ring Binder, Blue, 1";6.6079998016357422;2;0.20000000298023224;2.2302000522613525
2941;US-2020-127544;2020-08-08;2020-08-12;Standard Class;RD-19585;Rob Dowd;Consumer;United States;Utica;New York;13501;East;TEC-AC-10000736;Technology;Accessories;Logitech G600 MMO Gaming Mouse;79.989997863769531;1;0;28.79640007019043
2942;CA-2020-129322;2020-08-08;2020-08-10;Second Class;DB-13405;Denny Blanton;Consumer;Canada;Toronto;Ontario;M5H;East;OFF-AP-10004336;Office Supplies;Appliances;Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit;7.2800002098083496;2;0.20000000298023224;2.7300000190734863
2943;CA-2020-129322;2020-08-08;2020-08-10;Second Class;DB-13405;Denny Blanton;Consumer;Canada;Toronto;Ontario;M5H;East;OFF-AR-10004587;Office Supplies;Art;Boston 1827 Commercial Additional Cutter, Drive Gear & Gear Rack for 1606;6.6079998016357422;2;0.20000000298023224;2.2302000522613525
2944;CA-2020-129322;2020-08-08;2020-08-10;Second Class;DB-13405;Denny Blanton;Consumer;Canada;Toronto;Ontario;M5H;East;OFF-BI-10001718;Office Supplies;Binders;GBC DocuBind P50 Personal Binding Machine;144.78399658203125;1;0.20000000298023224;10.858799934387207
2945;US-2020-103954;2020-08-09;2020-08-13;Second Class;HR-14770;Hallie Redmond;Home Office;United States;Milwaukee;Wisconsin;53209;Central;FUR-BO-10004690;Furniture;Bookcases;O'Sullivan Cherrywood Estates Traditional Barrister Bookcase;687.4000244140625;5;0;48.118000030517578
2946;US-2020-128013;2020-08-09;2020-08-16;Standard Class;MF-18250;Monica Federle;Corporate;United States;New York City;New York;10035;East;FUR-FU-10000320;Furniture;Furnishings;OIC Stacking Trays;10.020000457763672;3;0;4.4088001251220703
2947;US-2020-131338;2020-08-09;2020-08-12;First Class;NP-18325;Naresj Patel;Consumer;United States;New York City;New York;10024;East;FUR-FU-10001706;Furniture;Furnishings;Longer-Life Soft White Bulbs;6.1599998474121094;2;0;2.9567999839782715
2948;US-2020-131338;2020-08-09;2020-08-12;First Class;NP-18325;Naresj Patel;Consumer;United States;New York City;New York;10024;East;FUR-FU-10002157;Furniture;Furnishings;Artistic Insta-Plaque;47.040000915527344;3;0;18.345600128173828
2949;US-2020-131338;2020-08-09;2020-08-12;First Class;NP-18325;Naresj Patel;Consumer;United States;New York City;New York;10024;East;FUR-TA-10002607;Furniture;Tables;KI Conference Tables;382.80599975585938;9;0.40000000596046448;-153.12240600585938
2950;US-2020-163055;2020-08-09;2020-08-16;Standard Class;DS-13180;David Smith;Corporate;United States;Detroit;Michigan;48227;Central;FUR-TA-10003748;Furniture;Tables;Bevis 36 x 72 Conference Tables;622.45001220703125;5;0;136.93899536132813
2951;US-2020-163055;2020-08-09;2020-08-16;Standard Class;DS-13180;David Smith;Corporate;United States;Detroit;Michigan;48227;Central;OFF-AR-10001026;Office Supplies;Art;Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow;2.2000000476837158;1;0;0.96799999475479126
2952;US-2020-131338;2020-08-09;2020-08-12;First Class;NP-18325;Naresj Patel;Consumer;United States;New York City;New York;10024;East;OFF-BI-10000545;Office Supplies;Binders;GBC Ibimaster 500 Manual ProClick Binding System;1217.5679931640625;2;0.20000000298023224;456.5880126953125
2953;US-2020-131338;2020-08-09;2020-08-12;First Class;NP-18325;Naresj Patel;Consumer;United States;New York City;New York;10024;East;OFF-FA-10000992;Office Supplies;Fasteners;Acco Clips to Go Binder Clips, 24 Clips in Two Sizes;10.649999618530273;3;0;5.0054998397827148
2954;US-2020-155453;2020-08-09;2020-08-14;Standard Class;RA-19885;Ruben Ausman;Corporate;United States;Jacksonville;Florida;32216;South;OFF-LA-10001613;Office Supplies;Labels;Avery File Folder Labels;4.6079998016357422;2;0.20000000298023224;1.6704000234603882
2955;US-2020-131338;2020-08-09;2020-08-12;First Class;NP-18325;Naresj Patel;Consumer;United States;New York City;New York;10024;East;OFF-PA-10001357;Office Supplies;Paper;Xerox 1886;143.69999694824219;3;0;68.975997924804688
2956;US-2020-128013;2020-08-09;2020-08-16;Standard Class;MF-18250;Monica Federle;Corporate;United States;New York City;New York;10035;East;OFF-PA-10001815;Office Supplies;Paper;Xerox 1885;144.1199951171875;3;0;69.177597045898438
